Timestamp,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,AngX,AngY,AngZ,MagX,MagY,MagZ,Tag
0,-0.0009765625,0.9711913999999999,-0.2998047,-0.06103516,-0.1831055,-0.12207029999999999,103.7219,-0.01647949,157.7417,16.525,-5.133333,0.01666667,1
399,0.0,0.9707030999999999,-0.3037109,0.0,0.0,0.12207029999999999,103.7604,-0.01098633,157.7362,16.54167,-5.158333,-0.008333334000000001,1
649,0.0004882813,0.9707030999999999,-0.30273439999999996,-0.1831055,0.0,0.0,103.7714,-0.02197266,157.7417,16.53333,-5.175,0.0,1
899,0.0,0.9716796999999999,-0.3056641,-0.24414059999999999,-0.3662109,0.0,103.7769,-0.01647949,157.7197,59.83333,-85.6,79.08334,1
1189,0.0,0.9711913999999999,-0.3046875,0.24414059999999999,0.0,0.0,103.8153,-0.01647949,157.7087,16.53333,-5.2,0.008333334000000001,1
1449,0.001464844,0.9711913999999999,-0.3037109,-0.06103516,0.1831055,0.0,103.8373,-0.02197266,157.7307,16.53333,-5.183333,-0.01666667,1
1759,-0.0004882813,0.9702147999999999,-0.30175779999999996,-0.06103516,0.06103516,0.0,103.8153,-0.027465820000000002,157.7747,16.575,-5.141667,0.0,1
2059,-0.002441406,0.9721679999999999,-0.3056641,-1.281738,-0.06103516,0.3051758,103.7494,-0.04943848,157.7802,16.475,-5.141667,-0.15,1
2359,0.0,0.9692383,-0.3032227,1.159668,0.1831055,-0.24414059999999999,103.6945,-0.005493164,157.7966,16.60833,-5.208333,0.1833333,1
2659,0.0004882813,0.9692383,-0.3046875,1.037598,0.1831055,-0.1831055,104.0076,0.04943848,157.7362,59.83333,-85.375,79.30833,1
2979,-0.004882813000000001,0.9663086,-0.3154297,0.7324219,-0.1831055,-0.42724609999999996,104.4141,0.1757813,157.7637,60.01667,-84.95834,79.51667,1
3269,-0.017089840000000002,0.9658203,-0.2993164,2.563477,0.9765625,-0.5493163999999999,104.5129,0.28564449999999997,157.7747,60.125,-84.99167,79.54166,1
3569,-0.008789063,0.9575195,-0.3208008,5.981445,-7.324219,1.098633,105.3204,0.4394531,157.077,16.65833,-5.941667,0.5333333,1
3819,-0.022460940000000002,0.9682617,-0.3432617,0.4882813,-5.493164,0.3662109,106.2158,0.6317138999999999,155.918,16.55,-6.5,0.375,1
4090,-0.020996090000000002,0.9462891,-0.3310547,2.624512,8.728026999999999,-5.065918,106.6003,1.351318,157.5494,15.75833,-5.975,0.17500000000000002,1
4399,-0.08154297,0.9248046999999999,-0.35595699999999997,2.319336,-8.972168,6.164551,106.7651,1.5051269999999999,158.3514,15.96667,-5.975,0.2666667,1
4699,-0.02539063,0.9311522999999999,-0.32470699999999997,3.78418,3.234863,0.9765625,108.0835,1.098633,156.9177,17.80833,-6.433333,-1.166667,1
5039,-0.02294922,0.9721679999999999,-0.3032227,-5.126953,-4.150391,2.075195,107.3254,1.257935,155.885,16.95,-6.216667,-0.8083332999999999,1
5269,-0.01660156,0.9633788999999999,-0.3466797,-0.06103516,2.13623,-0.4882813,106.7542,0.8953857,156.5057,60.45,-83.925,80.53333,1
5509,-0.008300781,0.9404296999999999,-0.359375,-0.3051758,-1.6479489999999999,1.281738,106.7157,0.637207,156.5717,16.31667,-6.033333,0.008333334000000001,1
5749,-0.015625,0.9638671999999999,-0.34179689999999996,-1.7700200000000001,-0.9155272999999999,1.464844,106.7706,0.28564449999999997,156.8463,16.21667,-5.741667,-0.15833329999999998,1
5979,-0.0009765625,0.9458008,-0.3540039,0.12207029999999999,-2.746582,0.24414059999999999,106.507,0.34606929999999997,156.9507,60.025,-84.23333,80.40833,1
