Timestamp,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,AngX,AngY,AngZ,MagX,MagY,MagZ,Tag
0,-0.26269529999999996,0.871582,-0.4130859,-0.12207029999999999,2.807617,4.943848,114.2249,14.33167,91.98853,27.25,-17.925,3.225,1
503,-0.215332,0.8818359,-0.41992189999999996,-3.540039,0.4882813,3.356934,113.5876,12.12891,92.43347,15.23333,-7.083333,-0.7000000000000001,1
723,-0.19042969999999998,0.8955078,-0.4135742,-1.7700200000000001,1.586914,2.197266,112.7307,11.82129,91.90613,15.26667,-6.95,-0.5833332999999999,1
923,-0.2026367,0.8989258,-0.3999023,-2.075195,0.3662109,1.403809,112.1704,11.43677,91.87866,15.30833,-6.75,-0.25,1
2163,-0.1889648,0.9077147999999999,-0.37207029999999996,0.3051758,0.6713867,0.12207029999999999,110.5499,10.88745,91.82373,25.18333,-21.69167,2.625,1
2443,-0.1845703,0.9086913999999999,-0.3671875,0.0,0.4882813,0.3051758,110.528,10.81055,91.79077,15.55,-6.2,-0.01666667,1
2633,-0.18603519999999998,0.9130859,-0.3710938,-0.06103516,-0.4882813,-0.3051758,110.5389,10.76111,91.77429,15.50833,-6.366667,0.075,1
2863,-0.1835938,0.9077147999999999,-0.36425779999999996,-0.42724609999999996,-0.06103516,-0.3051758,110.5609,10.82153,91.68091,25.125,-21.7,2.658333,1
3153,-0.18945309999999999,0.9082030999999999,-0.3686523,0.3662109,0.0,-0.6713867,110.5994,10.88745,91.70288,15.48333,-6.241667,0.2,1
3413,-0.19384769999999998,0.9091796999999999,-0.37304689999999996,-0.6713867,-0.4882813,1.037598,110.7806,10.90393,91.66992,15.50833,-6.383333,-0.1833333,1
3663,-0.1855469,0.9096679999999999,-0.3701172,-1.89209,-0.5493163999999999,1.037598,110.4236,10.61829,91.30188,24.93333,-22.10833,2.541667,1
3963,-0.17871089999999998,0.9145508,-0.3608398,-0.3662109,0.3662109,0.12207029999999999,110.2258,10.49194,91.2085,15.56667,-6.191667,0.1083333,1
4213,-0.1811523,0.9155272999999999,-0.3681641,-0.42724609999999996,0.12207029999999999,0.0,110.2917,10.43152,91.14258,15.60833,-6.216667,-0.05,1
4463,-0.1801758,0.9130859,-0.362793,-0.3662109,0.12207029999999999,0.0,110.2094,10.42053,91.08765,15.59167,-6.15,-0.01666667,1
4693,-0.17480469999999998,0.9125977,-0.3598633,0.5493163999999999,1.6479489999999999,0.6713867,110.2313,10.2887,91.06018,15.575,-6.275,0.05833333,1
5003,-0.1640625,0.918457,-0.3706055,1.403809,4.333496,4.394531,110.4291,9.316406,91.40625,23.85833,-22.71667,3.258333,1
