Timestamp,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,AngX,AngY,AngZ,MagX,MagY,MagZ,Tag
0,0.4370117,0.9111328,-0.08789063,-1.037598,-1.89209,-1.6479489999999999,88.85742,-25.85083,-41.02295,24.56667,-89.05,79.71667,1
409,0.4414063,0.9145508,-0.09912109000000001,0.24414059999999999,-0.7324219,-0.3662109,89.42322,-25.68604,-41.48438,24.86667,-89.0,79.75833,1
689,0.4458008,0.9038086,-0.1025391,-2.563477,-0.24414059999999999,-1.953125,89.35181,-25.52124,-41.51184,15.45,-1.45,-0.4666667,1
939,0.4052734,0.9208984,-0.08544922,-0.3051758,0.06103516,-1.708984,88.83545,-25.03784,-41.57776,15.675,-1.475,0.008333334000000001,1
1139,0.4052734,0.9208984,-0.08544922,-0.3051758,0.06103516,-1.708984,88.83545,-25.03784,-41.57776,15.66667,-1.441667,0.03333333,1
1339,0.41894529999999996,0.9160155999999999,-0.09130859,0.06103516,-2.868652,-1.8310549999999999,89.33533,-24.54346,-42.53357,15.575,-1.45,-0.008333334000000001,1
1549,0.40625000000000006,0.8999022999999999,-0.07177734,3.234863,-1.6479489999999999,0.9155272999999999,89.99451,-24.36768,-43.31909,15.91667,-2.25,0.525,1
1809,0.4208984,0.9199219,-0.1030273,-2.075195,0.1831055,-1.525879,90.33508,-24.3512,-44.12109,27.19167,-88.925,79.55833,1
2109,0.41113279999999996,0.9355469,-0.1113281,-1.098633,-0.12207029999999999,-0.793457,90.18127,-24.03259,-44.04968,15.866670000000001,-2.0,-0.1,1
2359,0.3979492,0.9370117,-0.10839839999999999,1.098633,0.1831055,-2.258301,90.14832,-23.65356,-44.13208,27.5,-88.90833,79.45,1
2669,0.3862305,0.9433594,-0.1118164,3.356934,5.981445,-0.3051758,90.06592,-23.04932,-43.12683,16.36667,-2.058333,-0.5666667,1
2969,0.3662109,0.9116211,-0.03759766,-6.286621,-0.3662109,2.502441,88.8739,-23.09875,-42.15454,15.741670000000001,-1.541667,-0.1,1
3269,0.41894529999999996,0.9208984,-0.08691406,4.150391,-12.08496,-1.7700200000000001,89.82971,-23.51624,-44.07715,15.7,-2.15,0.9666665999999999,1
3569,0.378418,0.9321288999999999,-0.1616211,9.887695,-29.60205,-12.02393,94.44397,-21.242070000000002,-50.18555,16.13333,-3.983333,0.8,1
3879,0.27050779999999996,0.9736328,-0.3056641,1.7700200000000001,-15.38086,-22.15576,98.23975,-15.84229,-57.38708,40.30833,-85.65,79.79166,1
4189,0.15625,0.9912109,-0.234375,-3.90625,6.530762,-6.774902,97.46521,-11.32141,-56.66199,42.56667,-84.75,79.79166,1
4489,0.19433589999999998,0.9770508,-0.2680664,0.6713867,-0.3662109,2.929688,97.5531,-11.37085,-55.60181,16.45,-4.2,0.1083333,1
4819,0.1801758,0.9746094,-0.2519531,0.8544921999999999,1.586914,0.06103516,97.81128,-11.50818,-55.47546,16.58333,-4.158333,0.2583333,1
5019,0.2084961,1.022461,-0.30175779999999996,-1.6479489999999999,1.525879,-0.6103516,98.12988,-11.60156,-55.31067,16.38333,-4.191667,-0.5916667,1
5239,0.1923828,0.9643554999999999,-0.2358398,2.380371,0.5493163999999999,1.403809,97.85522,-11.67297,-55.07446,41.41667,-84.625,80.84167,1
5479,0.1923828,0.965332,-0.246582,-1.6479489999999999,0.0,-0.9155272999999999,97.73438,-11.61804,-54.95911,16.45833,-3.908333,-0.04166667,1
5749,0.19824219999999998,0.9829102,-0.2597656,0.6103516,-0.12207029999999999,-0.4882813,97.7179,-11.53564,-55.00854,16.525,-4.275,-0.2083333,1
