Timestamp,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,AngX,AngY,AngZ,MagX,MagY,MagZ,Tag
0,-0.09619141,1.006348,-0.1254883,0.1831055,1.464844,-0.42724609999999996,91.25793,4.465942,-144.7284,56.44167,-85.90833,81.60833,1
510,-0.08496094,1.010254,-0.1416016,-0.4882813,0.9765625,0.1831055,91.01074,4.553833,-144.5691,17.23333,-2.241667,-0.075,1
750,-0.09375000000000001,1.001465,-0.12744139999999998,0.24414059999999999,-1.342773,0.12207029999999999,90.87341,4.454956,-144.5306,56.63334,-86.0,81.44167,1
1100,-0.07470703000000001,1.009277,-0.1328125,0.5493163999999999,2.075195,0.0,90.85144,4.65271,-144.5856,17.23333,-2.383333,0.125,1
1350,-0.07080078000000001,1.005859,-0.125,0.8544921999999999,-0.1831055,0.0,90.71411,4.498901,-144.7833,17.175,-2.383333,-0.04166667,1
1660,-0.07324219,1.003418,-0.1098633,-1.342773,3.417969,-0.24414059999999999,90.49438,4.432983,-144.8273,56.66667,-86.075,81.325,1
1940,-0.06542969,1.007324,-0.1132813,-0.793457,-0.06103516,0.06103516,90.36255,4.515381,-144.7723,17.15,-2.316667,-0.2333333,1
2160,-0.08740234,1.007324,-0.1201172,-0.5493163999999999,-1.037598,-0.1831055,90.11536,4.493408,-144.4208,17.29167,-1.916667,0.0,1
2470,-0.09667969,1.007813,-0.1411133,-0.3662109,0.24414059999999999,-0.3662109,90.01648,4.564819,-144.5416,17.44167,-2.125,0.008333334000000001,1
2720,-0.1040039,1.009766,-0.12207029999999999,-2.075195,1.525879,-1.281738,89.73633,4.921875,-144.3109,17.425,-1.983333,-0.40833329999999995,1
4050,-0.09667969,1.021973,-0.121582,1.464844,-2.929688,5.554199,89.68689,4.32312,-145.2338,17.35833,-1.875,0.3916667,1
4320,-0.05224609,1.013672,-0.1171875,2.746582,-0.6713867,9.033203,90.49438,2.2796629999999998,-146.3763,17.775,-2.65,0.6416666999999999,1
4590,-0.03125,1.034668,-0.09912109000000001,-11.1084,-5.310059,-2.563477,89.97253,1.82373,-148.8977,17.53333,-1.558333,-1.375,1
4890,-0.08447266,0.9824219,-0.06787109,-3.417969,-4.150391,0.7324219,87.20398,2.406006,-148.5901,57.075,-88.85833,77.58334,1
